,asset,time,ReferenceRateUSD
2579,btc,2025-01-14 07:00:00+00:00,94849.3746329632
2580,btc,2025-01-14 08:00:00+00:00,94894.4944485681
2581,btc,2025-01-14 09:00:00+00:00,95495.4540172414
2582,btc,2025-01-14 10:00:00+00:00,96706.3911829339
2583,btc,2025-01-14 11:00:00+00:00,96673.106172706
2584,btc,2025-01-14 12:00:00+00:00,96496.1490987727
2585,btc,2025-01-14 13:00:00+00:00,96120.682135301
2586,btc,2025-01-14 14:00:00+00:00,96335.9175715956
2587,btc,2025-01-14 15:00:00+00:00,96600.9934430158
2588,btc,2025-01-14 16:00:00+00:00,96572.8499243133
2589,btc,2025-01-14 17:00:00+00:00,95715.5369696084
2590,btc,2025-01-14 18:00:00+00:00,96115.5385701344
2591,btc,2025-01-14 19:00:00+00:00,96690.8099617183
2592,btc,2025-01-14 20:00:00+00:00,96779.7529310345
2593,btc,2025-01-14 21:00:00+00:00,96533.1342241379
2594,btc,2025-01-14 22:00:00+00:00,96412.0695710111
2595,btc,2025-01-14 23:00:00+00:00,96600.2634412624
2596,btc,2025-01-15 00:00:00+00:00,96569.475726768
2597,btc,2025-01-15 01:00:00+00:00,96891.2509564582
2598,btc,2025-01-15 02:00:00+00:00,97177.5959026885
2599,btc,2025-01-15 03:00:00+00:00,96909.9425677967
2600,btc,2025-01-15 04:00:00+00:00,97070.7754199299
2601,btc,2025-01-15 05:00:00+00:00,97208.0817647575
2602,btc,2025-01-15 06:00:00+00:00,96936.1385245471
2603,btc,2025-01-15 07:00:00+00:00,96959.7394403858
2604,btc,2025-01-15 08:00:00+00:00,97282.1490236704
2605,btc,2025-01-15 09:00:00+00:00,97280.9540458796
2606,btc,2025-01-15 10:00:00+00:00,96946.3235040912
2607,btc,2025-01-15 11:00:00+00:00,96964.205519287
2608,btc,2025-01-15 12:00:00+00:00,96656.9374719462
2609,btc,2025-01-15 13:00:00+00:00,96788.4390897136
2610,btc,2025-01-15 14:00:00+00:00,98322.0757638808
2611,btc,2025-01-15 15:00:00+00:00,99073.8365239626
2612,btc,2025-01-15 16:00:00+00:00,99335.5469526593
